5_total_runs,5_player_dismissed,10_total_runs,10_player_dismissed,15_total_runs,15_player_dismissed,inning
55.0,1.0,101.0,1.0,126.0,2.0,2
45.0,2.0,90.0,2.0,151.0,3.0,1
45.0,2.0,80.0,3.0,138.0,3.0,2
43.0,0.0,86.0,1.0,145.0,3.0,1
48.0,1.0,82.0,2.0,129.0,3.0,2
32.0,1.0,77.0,1.0,125.0,1.0,1
54.0,0.0,95.0,2.0,138.0,4.0,1
31.0,1.0,65.0,5.0,124.0,5.0,1
34.0,1.0,84.0,1.0,143.0,2.0,2
51.0,0.0,105.0,0.0,165.0,0.0,1
24.0,3.0,49.0,6.0,91.0,6.0,2
27.0,3.0,57.0,3.0,101.0,4.0,1
30.0,3.0,78.0,4.0,116.0,5.0,2
44.0,2.0,92.0,3.0,137.0,4.0,1
44.0,1.0,93.0,3.0,138.0,3.0,2
46.0,0.0,77.0,2.0,112.0,3.0,1
52.0,0.0,87.0,1.0,129.0,2.0,2
41.0,1.0,59.0,3.0,95.0,3.0,1
35.0,3.0,71.0,3.0,107.0,5.0,2
28.0,1.0,58.0,3.0,89.0,5.0,1
49.0,0.0,79.0,1.0,144.0,1.0,1
58.0,1.0,102.0,2.0,142.0,3.0,2
48.0,0.0,73.0,1.0,111.0,3.0,1
36.0,2.0,72.0,2.0,107.0,2.0,2
28.0,2.0,52.0,3.0,78.0,5.0,1
38.0,1.0,66.0,2.0,112.0,4.0,1
25.0,1.0,58.0,1.0,109.0,2.0,1
33.0,1.0,58.0,1.0,100.0,3.0,1
30.0,1.0,69.0,1.0,112.0,1.0,2
28.0,4.0,51.0,5.0,79.0,6.0,1
43.0,0.0,96.0,0.0,135.0,2.0,1
41.0,1.0,66.0,3.0,143.0,4.0,2
59.0,2.0,80.0,4.0,110.0,6.0,1
24.0,3.0,50.0,4.0,103.0,4.0,2
41.0,1.0,74.0,2.0,127.0,4.0,1
53.0,0.0,92.0,0.0,126.0,2.0,1
50.0,0.0,103.0,1.0,161.0,2.0,2
36.0,0.0,93.0,2.0,126.0,4.0,1
54.0,1.0,88.0,1.0,127.0,1.0,2
42.0,1.0,82.0,1.0,141.0,5.0,1
44.0,1.0,71.0,3.0,121.0,4.0,2
41.0,2.0,89.0,3.0,126.0,3.0,1
44.0,1.0,75.0,2.0,125.0,2.0,1
34.0,0.0,79.0,2.0,141.0,2.0,1
59.0,1.0,97.0,1.0,130.0,2.0,2
28.0,0.0,83.0,1.0,106.0,5.0,1
42.0,0.0,77.0,3.0,106.0,3.0,1
42.0,0.0,64.0,3.0,88.0,5.0,2
32.0,1.0,72.0,2.0,125.0,2.0,1
37.0,3.0,69.0,3.0,134.0,4.0,2
38.0,1.0,88.0,1.0,120.0,3.0,1
53.0,1.0,95.0,3.0,134.0,3.0,2
46.0,2.0,92.0,3.0,118.0,5.0,1
52.0,1.0,95.0,1.0,137.0,2.0,2
54.0,2.0,82.0,4.0,120.0,4.0,1
34.0,1.0,75.0,2.0,119.0,3.0,1
29.0,3.0,66.0,4.0,103.0,5.0,2
38.0,1.0,96.0,1.0,154.0,2.0,1
45.0,0.0,81.0,2.0,142.0,2.0,2
45.0,1.0,93.0,1.0,137.0,2.0,1
27.0,1.0,86.0,2.0,142.0,2.0,2
57.0,1.0,89.0,4.0,128.0,4.0,1
59.0,1.0,108.0,2.0,147.0,3.0,2
36.0,2.0,55.0,3.0,108.0,4.0,1
53.0,0.0,79.0,3.0,126.0,5.0,2
42.0,1.0,87.0,1.0,108.0,3.0,1
43.0,1.0,88.0,1.0,124.0,3.0,1
41.0,0.0,80.0,1.0,135.0,2.0,2
54.0,1.0,90.0,1.0,129.0,3.0,1
57.0,0.0,92.0,2.0,129.0,5.0,2
39.0,0.0,97.0,1.0,161.0,1.0,1
30.0,2.0,80.0,4.0,142.0,5.0,2
78.0,0.0,118.0,1.0,174.0,1.0,1
43.0,1.0,86.0,2.0,128.0,5.0,2
18.0,1.0,54.0,1.0,106.0,3.0,1
37.0,0.0,81.0,1.0,120.0,3.0,1
58.0,1.0,82.0,3.0,108.0,5.0,2
28.0,2.0,85.0,2.0,126.0,4.0,1
27.0,3.0,56.0,4.0,71.0,7.0,1
52.0,1.0,72.0,3.0,124.0,4.0,1
49.0,3.0,81.0,3.0,135.0,3.0,2
38.0,1.0,81.0,1.0,126.0,1.0,1
39.0,0.0,64.0,2.0,103.0,4.0,1
24.0,2.0,51.0,3.0,94.0,4.0,1
44.0,1.0,75.0,2.0,109.0,3.0,1
50.0,0.0,86.0,0.0,114.0,4.0,2
37.0,1.0,70.0,3.0,100.0,5.0,1
46.0,1.0,73.0,2.0,105.0,5.0,1
38.0,1.0,75.0,2.0,92.0,4.0,2
